review_reason,invoice,productType,notes,price,quantity,amount,Title,ID,Created Date,Updated Date,Owner
Parent invoice 0aaaee04-ec4b-4eb9-ae3f-27ebcc361ea0 is blocked because its project match is unresolved,0aaaee04-ec4b-4eb9-ae3f-27ebcc361ea0,9ce7b764-0240-4003-b858-3a24dc3e71f3,"<p><span style=""font-weight:bold"">Search Engine Optimisation (Growth Monthly Package) - APRIL</span></p><ul><li><span style=""font-weight:bold"">Ideal For:</span> Growing organic traffic steadily</li><li><span style=""font-weight:bold"">Keyword Strategy:</span> Expanded keyword refinement to improve search targeting</li><li><span style=""font-weight:bold"">On-Page SEO:</span> Optimisation of priority pages to enhance visibility and performance</li><li><span style=""font-weight:bold"">Technical SEO:</span> Ongoing technical improvements to support site health and ranking</li><li><span style=""font-weight:bold"">Content Support:</span> Recommendations for content optimisation</li><li><span style=""font-weight:bold"">Internal Linking:</span> Implementation of improved internal linking structure</li><li><span style=""font-weight:bold"">Monitoring &amp; Reporting:</span> Monthly SEO performance reporting</li><li><span style=""font-weight:bold"">Timeline:</span> 3–6 months</li><li><span style=""font-weight:bold"">Expected Impact:</span> Gradual growth in traffic and search rankings</li><li><span style=""font-weight:bold"">Website Content:</span> Basic website content updates and changes</li></ul><p><span style=""font-weight:bold"">Reporting &amp; Communication </span></p><p>Monthly SEO performance reports   </p><p>Keyword and traffic trend analysis   </p><p>Insights &amp; recommendations for the following month     </p><p> </p><p><span style=""font-weight:bold"">Notes &amp; Expectations  </span> </p><p>SEO is a long-term strategy; results vary based on competition and market conditions   </p><p>Rankings and traffic improvements cannot be guaranteed</p>",7000,1,7000,,70d78e53-c214-42ba-b5ed-6798af21c9d9,2026-03-24T11:50:29Z,2026-04-30T11:40:52Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 4ca5158d-6b52-41fd-8d0f-470130d0d200 is blocked because its project match is unresolved,4ca5158d-6b52-41fd-8d0f-470130d0d200,64533648-470a-4167-b761-f81e1960ec5a,"<h2>Workscope: Social Media Management for LMN Clothing Brand (Monthly) - 3 Months</h2><h2> </h2><h3>Project Scope</h3><p>This project outlines the scope of work for managing LMN Clothing Brand&#x27;s social media presence across Facebook, Instagram, Snapchat, and TikTok. The goal is to increase brand awareness, engagement, and drive sales through strategic content creation and community management.</p><h3>Key Deliverables</h3><h3> </h3><h3>Target: 2000 Followers (3 Months)</h3><h3> </h3><p><span style=""font-weight:bold"">Content Creation:</span></p><ul><li><span style=""font-weight:bold"">Reels:</span> 4 engaging Reels per month, each tailored to the specific platform&#x27;s audience and algorithm.</li><li><span style=""font-weight:bold"">Story Posts:</span> 3 captivating Story posts per week, showcasing behind-the-scenes, product highlights, and brand updates.</li><li><span style=""font-weight:bold"">Feed Posts:</span> 20 high-quality feed posts per month, including product showcases, lifestyle images, and promotional content.</li></ul><p><span style=""font-weight:bold"">Community Management:</span></p><ul><li><span style=""font-weight:bold"">Engagement:</span> Actively engage with the audience by responding to comments, messages, and mentions in a timely and professional manner.</li><li><span style=""font-weight:bold"">Crisis Management:</span> Monitor social media channels for potential crises and respond promptly and effectively.</li><li><span style=""font-weight:bold"">Influencer Partnerships:</span> Identify and collaborate with relevant influencers to expand brand reach and credibility.</li></ul><p><span style=""font-weight:bold"">Analytics and Reporting:</span></p><ul><li><span style=""font-weight:bold"">Track Performance:</span> Monitor key metrics such as impressions, reach, engagement rate, and click-through rates.</li><li><span style=""font-weight:bold"">Generate Reports:</span> Provide monthly reports detailing social media performance, including insights and recommendations.</li></ul><h3>Monthly Tasks</h3><ol><li><span style=""font-weight:bold"">Content Calendar:</span>Create a detailed content calendar outlining all scheduled posts, including visuals, captions, and posting times.</li><li><span style=""font-weight:bold"">Content Creation:</span>Develop engaging content, including text, visuals, and videos, aligned with the brand&#x27;s voice and aesthetic. Source or create high-quality visuals, such as product images, lifestyle shots, and graphics.</li><li><span style=""font-weight:bold"">Platform Management:</span>Schedule and publish posts across all platforms. Monitor and respond to comments, messages, and notifications. Engage with the community through likes, shares, and meaningful comments.</li><li><span style=""font-weight:bold"">Analytics and Reporting:</span>Track key metrics and generate monthly reports. Analyze data to identify trends, opportunities, and areas for improvement.</li></ol><p><span style=""font-weight:bold"">Disclaimer:</span></p><p>Our design and account management teams are available to assist you from Monday to Friday. However, to accommodate special events or promotions, we may be available on weekends, provided we receive at least one week&#x27;s advance notice.</p><p>Please note that response times may vary during weekends and holidays.</p>",10000,3,30000,,78a658a8-e67e-4358-bea7-ca41b4c6d671,2024-11-28T09:30:03Z,2024-11-28T09:30:03Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 523194a3-154f-4a15-a5e3-a2eca6474ec8 is blocked because its project match is unresolved,523194a3-154f-4a15-a5e3-a2eca6474ec8,3393a717-a333-48a2-a785-ba2eebc00f68,"<p><span style=""font-weight:bold"">1. Project Overview</span></p><ul><li><span style=""font-weight:bold"">Project Goal:</span> To develop a dynamic and user-friendly art gallery website using the Laravel framework to showcase and sell artwork online.</li><li><span style=""font-weight:bold"">Target Audience:</span> Art enthusiasts, collectors, and artists.</li><li><span style=""font-weight:bold"">Key Features:</span>Homepage with featured artworks and latest exhibitions<br/>Artwork listings with detailed information, high-resolution images, and pricing<br/>Artist profiles showcasing their work and biography<br/>Secure online shopping cart for purchasing artworks<br/>Blog section for sharing art news and insights<br/>Contact form for inquiries and feedback<br/>Admin panel for managing content, orders, and users<br/></li></ul><p><span style=""font-weight:bold"">2. Technical Requirements</span></p><ul><li><span style=""font-weight:bold"">Framework:</span> Laravel</li><li><span style=""font-weight:bold"">Database:</span> MySQL or PostgreSQL</li><li><span style=""font-weight:bold"">Frontend:</span> HTML, CSS, JavaScript</li><li><span style=""font-weight:bold"">Design:</span> Modern, minimalist design with a focus on showcasing artwork</li><li><span style=""font-weight:bold"">Hosting:</span> Shared hosting or VPS</li></ul><p><span style=""font-weight:bold"">3. Development Scope</span></p><p><span style=""font-weight:bold"">3.1 Frontend Development</span></p><ul><li><span style=""font-weight:bold"">Homepage:</span>Hero section with a captivating image and tagline<br/>Featured artworks carousel<br/>Latest exhibitions section<br/>Call to action for exploring the gallery<br/></li><li><span style=""font-weight:bold"">Artwork Listings:</span>Filter and search functionality (artist, medium, price range)<br/><br/>Detailed artwork pages with:High-resolution images<br/>Artist information<br/>Artwork description<br/>Price and availability<br/>Purchase button<br/></li><li><span style=""font-weight:bold"">Artist Profiles:</span>Biography and statement<br/>Featured artworks<br/>Contact information<br/></li><li><span style=""font-weight:bold"">Blog:</span>Blog post listings<br/>Individual blog post pages with comments and social sharing<br/></li><li><span style=""font-weight:bold"">Contact Page:</span>Contact form with name, email, message fields<br/>Google Map integration for physical gallery location<br/></li></ul><p><span style=""font-weight:bold"">3.2 Backend Development</span></p><ul><li><span style=""font-weight:bold"">User Authentication and Authorization:</span>User registration and login<br/>Role-based access control (admin, user)<br/></li><li><span style=""font-weight:bold"">Admin Panel:</span>Dashboard with key metrics<br/>Artwork management (add, edit, delete)<br/>Artist management (add, edit, delete)<br/>Order management<br/>Blog post management<br/>User management<br/></li><li><span style=""font-weight:bold"">E-commerce Functionality:</span>Shopping cart<br/>Checkout process (payment integration)<br/>Order confirmation and tracking<br/></li><li><span style=""font-weight:bold"">Database Design:</span>User table<br/>Artwork table<br/>Artist table<br/>Order table<br/>Blog post table<br/></li></ul><p> </p><p><span style=""font-weight:bold"">4. Project Deliverables</span></p><ul><li>Fully functional Laravel-based art gallery website</li><li>Clean, well-structured code</li><li>Comprehensive documentation</li><li>Deployment to a production server</li></ul>",8000,1,8000,,7ab49f43-08fa-4f02-b20b-e8944d5b3a5d,2024-11-20T09:32:36Z,2024-11-20T09:32:36Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 27974d7e-40cf-48a5-b3a6-09677b1eb984 is blocked because its project match is unresolved,27974d7e-40cf-48a5-b3a6-09677b1eb984,0936c80e-f162-4d57-9a08-47b2a24b60d0,"<p><span style=""font-weight:bold"">Emirates   Campaign</span></p><p>Media Spend</p><p>Set up &amp;   execution</p>",6250,1,6250,,815edaaa-9860-4a55-a582-eb09c97f8ac6,2023-05-17T06:11:23Z,2023-05-17T07:50:51Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice 1c15de4e-a4e2-418f-937b-b6bd37bbbcbc is not in the invoices CSV,1c15de4e-a4e2-418f-937b-b6bd37bbbcbc,3393a717-a333-48a2-a785-ba2eebc00f68,"<p class=""font_8""><strong>Advanced Hosting for Video Feeds</strong></p>
<ul class=""font_8"">
  <li><p class=""font_8"">Laravel Media Server (Annual Fee)</p></li>
</ul>",3500,1,3500,,83d258e0-b850-4c53-a2fd-eec47fa9d444,2023-05-24T04:28:59Z,2023-06-05T11:13:13Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice c872c9c8-3873-4bb4-a61e-8c0629ef9f83 is blocked because its project match is unresolved,c872c9c8-3873-4bb4-a61e-8c0629ef9f83,5adee711-6197-4bbf-b057-460cfbc157db,<p>11 Page Document - Management Packages (Elite Vacations)</p>,50,11,550,,8bdd0222-edf7-44dc-b1d8-9098dc136f8b,2025-05-16T07:20:33Z,2025-05-16T07:20:33Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 4ca5158d-6b52-41fd-8d0f-470130d0d200 is blocked because its project match is unresolved,4ca5158d-6b52-41fd-8d0f-470130d0d200,3393a717-a333-48a2-a785-ba2eebc00f68,"<h3>LMN E-Commerce Website</h3><h3> </h3><h3>Phase 1: Project Setup and Backend Development</h3><ol><li><span style=""font-weight:bold"">Project Setup:</span>Set up a new Laravel project. Configure the project environment (database, authentication, etc.). Install required dependencies (Laravel packages, Ziina payment gateway SDK).</li><li><span style=""font-weight:bold"">Backend Development:</span> <span style=""font-weight:bold"">Product Management:</span>Create a robust product management system to manage product information (name, description, price, images, categories, attributes, etc.). Implement features for adding, editing, and deleting products. Integrate product images and variants (e.g., size, color).  <span style=""font-weight:bold"">Category and Attribute Management:</span>Create a hierarchical category system to organize products. Implement attribute management to define product variations (e.g., size, color, material).  <span style=""font-weight:bold"">User Management:</span>Implement user registration, login, and profile management. Implement roles and permissions for different user types (admin, customer).  <span style=""font-weight:bold"">Order Management:</span>Develop a comprehensive order management system to track orders from placement to delivery. Implement features for order confirmation, payment processing, shipping, and tracking. Integrate with the Ziina payment gateway for secure payment processing.  <span style=""font-weight:bold"">Inventory Management:</span>Implement inventory tracking to monitor stock levels and manage low-stock alerts.  <span style=""font-weight:bold"">CRM Integration:</span>Develop a CRM system inspired by Shopify&#x27;s backend, providing features like customer management, order history, and analytics.</li></ol><h3>Phase 2: Frontend Development</h3><ol><li><span style=""font-weight:bold"">Frontend Design and Development:</span>Design and develop a user-friendly and visually appealing frontend using modern web technologies (HTML, CSS, JavaScript). Implement a responsive design to ensure optimal user experience across different devices. Develop a seamless checkout process, including guest checkout and account creation. Implement a robust search and filtering system to help users find products easily. Create a visually appealing product page, showcasing product details, images, and customer reviews. Design and implement a user-friendly cart and checkout process.</li></ol><h3>Phase 3: Testing and Deployment</h3><ol><li><span style=""font-weight:bold"">Testing:</span>Conduct thorough unit, integration, and functional testing to identify and fix bugs. Perform security testing to ensure the application is protected against vulnerabilities. Conduct performance testing to optimize the website&#x27;s speed and responsiveness.</li><li><span style=""font-weight:bold"">Deployment:</span>Deploy the website to a production server, ensuring optimal performance and security. Configure the server environment (web server, database server, etc.). Implement a deployment strategy to streamline the deployment process.</li></ol>",15000,1,15000,,8e60d4ed-93b3-4e23-9fd8-c8372e2dbfe2,2024-11-28T09:30:03Z,2024-11-28T09:30:03Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 1c15de4e-a4e2-418f-937b-b6bd37bbbcbc is not in the invoices CSV,1c15de4e-a4e2-418f-937b-b6bd37bbbcbc,3393a717-a333-48a2-a785-ba2eebc00f68,"<p><span style=""font-weight:bold"">Design &amp; Development</span>  </p><ul><li>UI / UX and Implementation (2-3 design options) </li><li>Responsive Breakpoints </li><li>Portfolio Website Pages </li><li>Custom Contact Forms </li><li>Advanced Media Gallery </li><li>Content Manager Database </li><li>Creation Database </li><li>Connection Minified Code </li><li>Revisions </li><li>Laravel Staging Server (Up to 3 revisions only)</li></ul>",14000,1,14000,,900313a7-8821-41bf-932a-f9ca786516a0,2023-05-24T04:26:56Z,2023-05-24T04:26:56Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice e9eba498-c1a3-48bb-9389-8cdecf5a379e is not in the invoices CSV,e9eba498-c1a3-48bb-9389-8cdecf5a379e,3393a717-a333-48a2-a785-ba2eebc00f68,"<p><span style=""font-weight:bold"">Design</span></p><p>UI / UX Implementation Editor X</p><p>UI Design</p><p>UX Design</p><p>Image Sourcing</p><p>Arabic Website UI / UX</p><p> </p><p> </p>",11100,1,11100,,9208e6d6-2636-4020-961a-b8b0024e6dea,2023-01-23T10:24:52Z,2023-01-23T11:28:22Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice 4ca5158d-6b52-41fd-8d0f-470130d0d200 is blocked because its project match is unresolved,4ca5158d-6b52-41fd-8d0f-470130d0d200,74bc6f85-06a7-480e-a30e-155b42f29627,<p>Website Hosting - Annual</p>,2000,1,2000,,94662df0-53f4-4972-92eb-d3b2da9866ee,2024-11-28T09:30:03Z,2024-11-28T09:30:03Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 60fa59e1-43fa-4ee9-8a64-f60438b430b6 is blocked because its project match is unresolved,60fa59e1-43fa-4ee9-8a64-f60438b430b6,cb3328a7-5aff-4fe7-921f-b585c4163dc8,<p>5% VAT</p>,15700,1,15700,,a19b315d-3b02-4276-ab8a-597a1fcd1bef,2024-04-04T05:47:57Z,2024-04-04T05:47:57Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice db481c68-b3cd-4bd5-ac93-b448c79df504 is not in the invoices CSV,db481c68-b3cd-4bd5-ac93-b448c79df504,74bc6f85-06a7-480e-a30e-155b42f29627,"<p><span style=""font-weight:bold"">Website Maintenance</span></p><p>Bug Fixing &amp; Testing</p><p>Website Updates</p><p>Database &amp; Files Backup</p><p>Basic SEO Settings &amp; Updates</p>",4440,1,4440,,a24546db-82a7-47e8-baa9-3cc6561ca2cd,2023-01-23T11:38:07Z,2023-01-23T11:38:07Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice 4ca5158d-6b52-41fd-8d0f-470130d0d200 is blocked because its project match is unresolved,4ca5158d-6b52-41fd-8d0f-470130d0d200,9ce7b764-0240-4003-b858-3a24dc3e71f3,"<p><span style=""font-weight:bold"">Workscope: Basic SEO Monthly Package for LMN</span></p><p><span style=""font-weight:bold"">Key Objective:</span></p><ul><li>To improve the organic visibility of the client&#x27;s online clothing store on search engines, primarily Google, and drive targeted traffic to the website.</li><li>At least 30 Backlinks / Month</li><li>2 Blogs / Month</li></ul><p><span style=""font-weight:bold"">Monthly Deliverables:</span></p><ol><li><span style=""font-weight:bold"">Keyword Research and Optimization:</span>Conduct in-depth keyword research to identify high-traffic, relevant keywords for the client&#x27;s target audience and products.<br/><br/>Optimize on-page SEO elements, including:Title tags<br/>Meta descriptions<br/>Header tags (H1, H2, etc.)<br/>Image alt text<br/>URL structure<br/>Ensure content is keyword-rich and user-friendly.<br/></li><li><span style=""font-weight:bold"">Content Creation and Optimization:</span>Create high-quality, SEO-optimized blog posts on relevant topics like fashion trends, style tips, and product reviews.<br/>Optimize existing product descriptions and category pages for better search engine visibility.<br/></li><li><span style=""font-weight:bold"">Link Building:</span>I mplement a strategic link-building campaign to acquire high-quality backlinks from authoritative websites in the fashion and ecommerce industry.<br/>Utilize techniques like guest posting, outreach, and broken link building.<br/></li><li><span style=""font-weight:bold"">Technical SEO Audit and Optimization:</span>Conduct regular technical SEO audits to identify and fix issues that may be hindering website performance.<br/>Optimize website speed and mobile-friendliness.<br/>Ensure proper XML sitemap and robots.txt implementation.<br/>Fix broken links and 404 errors.<br/></li><li><span style=""font-weight:bold"">Google Analytics and Search Console Monitoring:</span>Track website traffic, user behavior, and keyword rankings using Google Analytics.<br/>Monitor search engine performance and identify opportunities for improvement using Google Search Console.<br/>Generate monthly reports to provide insights and recommendations.<br/></li><li><span style=""font-weight:bold"">Competitor Analysis:</span>Conduct regular competitor analysis to identify strengths, weaknesses, and opportunities.<br/>Learn from successful SEO strategies of competitors and adapt them to the client&#x27;s business.<br/></li></ol>",5000,1,5000,,a5eff401-b726-49f1-8b6a-47d252159107,2024-11-28T09:30:03Z,2024-11-28T09:30:03Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 0c390535-3996-44be-94e4-c03b882cbdfc is blocked because its project match is unresolved,0c390535-3996-44be-94e4-c03b882cbdfc,d406eff1-25c2-46d8-abc7-4cd0f77fb9a3,<p>Passport Renewal + Processing System</p>,25500,1,25500,,ae11fd6c-9c6e-4189-a796-9f4d6f2182b4,2023-03-07T14:24:50Z,2023-03-07T14:24:50Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice 523194a3-154f-4a15-a5e3-a2eca6474ec8 is blocked because its project match is unresolved,523194a3-154f-4a15-a5e3-a2eca6474ec8,3393a717-a333-48a2-a785-ba2eebc00f68,"<p><span style=""font-weight:bold"">1. Project Overview</span></p><ul><li><span style=""font-weight:bold"">Project Goal:</span> To develop a user-friendly CRM system to manage customer relationships and sales processes.</li><li><span style=""font-weight:bold"">Target Audience:</span> Sales and customer support teams.</li><li><span style=""font-weight:bold"">Key Features:</span>Contact Management<br/>Lead Management<br/>Deal Pipeline<br/>Task Management<br/>Basic Reporting<br/></li></ul><p><span style=""font-weight:bold"">2. Technical Requirements</span></p><ul><li><span style=""font-weight:bold"">Framework:</span> Laravel</li><li><span style=""font-weight:bold"">Database:</span> MySQL or PostgreSQL</li><li><span style=""font-weight:bold"">Frontend:</span> HTML, CSS, JavaScript</li><li><span style=""font-weight:bold"">Design:</span> Clean, intuitive user interface</li><li><span style=""font-weight:bold"">Hosting:</span> Shared hosting or VPS</li></ul><p><span style=""font-weight:bold"">3. Development Scope</span></p><p><span style=""font-weight:bold"">3.1 Frontend Development</span></p><ul><li><span style=""font-weight:bold"">Dashboard:</span>Overview of key metrics (e.g., number of leads, deals won)<br/>Customizable widgets for quick access to important information<br/></li><li><span style=""font-weight:bold"">Contact Management:</span>Add, edit, and delete contacts<br/>View contact details (name, phone number, email, address)<br/>Add notes and tasks to contacts<br/></li><li><span style=""font-weight:bold"">Lead Management:</span>Create and manage leads<br/>Assign leads to sales representatives<br/>Track lead status (e.g., qualified, unqualified, converted)<br/></li><li><span style=""font-weight:bold"">Deal Pipeline:</span>Visualize the sales pipeline with drag-and-drop functionality<br/>Track deal progress through different stages (e.g., prospecting, qualification, negotiation, closed won, closed lost)<br/></li><li><span style=""font-weight:bold"">Task Management:</span>Create, assign, and prioritize tasks<br/>Set deadlines and reminders<br/>Track task progress and completion status<br/></li><li><span style=""font-weight:bold"">Basic Reporting:</span>Generate reports on sales performance, lead conversion rates, and other key metrics<br/></li></ul><p><span style=""font-weight:bold"">3.2 Backend Development</span></p><ul><li><span style=""font-weight:bold"">User Authentication and Authorization:</span>User registration and login<br/>Role-based access control (admin, sales rep, customer support)<br/></li><li><span style=""font-weight:bold"">Database Design:</span>User table<br/>Contact table<br/>Lead table<br/>Deal table<br/>Task table<br/></li><li><span style=""font-weight:bold"">API Development:</span>RESTful API for data exchange between frontend and backend<br/></li></ul><p> </p><p><span style=""font-weight:bold"">4. Project Deliverables</span></p><ul><li>Fully functional CRM system</li><li>Clean, well-structured code</li><li>Comprehensive documentation</li><li>Deployment to a production server</li></ul>",2000,1,2000,,aeddbea8-cc0e-4c15-b5dd-900dffae273e,2024-11-20T09:32:36Z,2024-11-20T09:32:36Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 073b9e97-d76c-4256-98f1-53bfd1db23f9 is blocked because its project match is unresolved,073b9e97-d76c-4256-98f1-53bfd1db23f9,74bc6f85-06a7-480e-a30e-155b42f29627,"<p><span style=""font-weight:bold"">1. Website Technical Maintenance &amp; SEO: (Main Website)</span></p><ul><li><span style=""font-weight:bold"">Website Platform Updates:</span>Regularly update the Content Management System (CMS), plugins, themes, and other software components to the latest stable versions.<br/>Testing and deployment of updates in a staging environment before pushing to the live site.<br/>Backup the website database and files before updates.<br/></li><li><span style=""font-weight:bold"">Security Monitoring and Management:</span>Implement and maintain security measures, including firewalls, malware scanning, and intrusion detection.<br/>Regularly monitor website security logs and address any potential vulnerabilities.<br/>Install and manage SSL certificates.<br/></li><li><span style=""font-weight:bold"">Performance Optimization:</span>Monitor website loading speed and performance metrics.<br/>Optimize website code, images, and other assets for faster loading times.<br/>Implement caching mechanisms and content delivery networks (CDNs) as needed.<br/>Monitor Website uptime.<br/></li><li><span style=""font-weight:bold"">Database Management:</span>Regularly backup the website database.<br/>Optimize database performance.<br/>Address database related issues.<br/></li><li><span style=""font-weight:bold"">Broken Link Management:</span>Perform routine checks for broken links and correct them.<br/></li></ul><p><span style=""font-weight:bold"">2. Content Maintenance:</span></p><ul><li><span style=""font-weight:bold"">Content Updates and Revisions:</span>Update existing website content as needed, including text, images, videos, and other media.<br/>Ensure content accuracy and consistency.<br/>Implement SEO best practices for content updates.<br/></li><li><span style=""font-weight:bold"">New Content Creation and Publication:</span>Create and publish new website content, such as blog posts, articles, and product descriptions.<br/>Format and optimize content for web display.<br/>Manage content scheduling and publishing calendars.<br/></li><li><span style=""font-weight:bold"">Image and Media Management:</span>Optimize and upload images and videos for web use.<br/>Manage image and media libraries.<br/>Ensure all images and videos are properly tagged with alt text.<br/></li><li><span style=""font-weight:bold"">SEO Monitoring and Optimization:</span>Monitor website search engine rankings and traffic.<br/>Implement on-page and off-page SEO strategies.<br/>Perform keyword research and analysis.<br/></li><li><span style=""font-weight:bold"">User Feedback and Support:</span>Monitor website user feedback and address any issues or concerns.<br/>Provide basic website support to users.<br/></li></ul><p><span style=""font-weight:bold"">3. Reporting and Communication:</span></p><ul><li>Provide regular reports on website performance, security, and content updates.</li><li>Communicate with stakeholders regarding website maintenance activities and issues.</li><li>Maintain clear and organized documentation.</li></ul><p><span style=""font-weight:bold"">Deliverables:</span></p><ul><li>Regular website maintenance reports.</li><li>Updated website content.</li><li>Optimized website performance.</li><li>Secure and functional website.</li></ul>",3500,4,14000,,b7d833f2-56a4-4106-a871-cc484d012ae0,2025-03-21T14:42:31Z,2025-03-21T14:42:31Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 2bbae55d-07b8-4131-a738-6ca9813ce178 is blocked because its project match is unresolved,2bbae55d-07b8-4131-a738-6ca9813ce178,9ce7b764-0240-4003-b858-3a24dc3e71f3,"<p><span style=""font-weight:bold"">Online PR for Nigeria</span></p><p> </p><p><span style=""font-weight:bold"">Project Goal:</span> To increase brand awareness, improve reputation, and drive positive engagement within the Nigerian market through online news coverage.</p><p><span style=""font-weight:bold"">Target Audience:</span> Nigerian consumers, industry professionals, and relevant stakeholders.</p>",6000,1,6000,,baee0c27-0558-46b6-8fbe-9c7cec48692f,2025-04-25T08:35:16Z,2025-04-25T08:35:16Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 62e7e98e-6f86-4ada-a464-7bf41e4e6950 is blocked because its project match is unresolved,62e7e98e-6f86-4ada-a464-7bf41e4e6950,9ce7b764-0240-4003-b858-3a24dc3e71f3,<p>Yandex - Agency Fee</p>,10000,1,10000,,c78735e1-fd37-41c3-98b4-cb63326df41d,2023-04-27T10:58:55Z,2023-04-27T11:06:31Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice c883fffc-90dd-4de7-bc64-dbb39294edd0 is not in the invoices CSV,c883fffc-90dd-4de7-bc64-dbb39294edd0,3393a717-a333-48a2-a785-ba2eebc00f68,<p>Design &amp; Development</p><p> </p><p>UI / UX and Implementation (2-3 design options)</p><p>Responsive Breakpoints</p><p>Portfolio Website Pages</p><p>Custom Contact Forms</p><p>Advanced Media Gallery</p><p>Content Manager</p><p>Database Creation</p><p>Database Connection</p><p>Minified Code</p><p>Revisions</p><p>Annual Hosting &amp; Subscription - Editor X</p>,9000,1,9000,,c84b8e3e-a708-4022-b3d6-3c27d280e918,2023-05-01T06:07:44Z,2023-05-01T06:08:09Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice f01c0a81-45df-4b38-9bbe-b5a3616edbbd is blocked because its project match is unresolved,f01c0a81-45df-4b38-9bbe-b5a3616edbbd,64533648-470a-4167-b761-f81e1960ec5a,"<h3><span style=""font-weight:bold"">Social Media Management (Monthly)</span></h3><ul><li>Increase brand awareness and engagement on social media platforms.</li><li>Grow follower count and build a loyal community.</li><li>Drive website traffic and generate leads.</li><li>Enhance brand reputation and customer satisfaction.</li><li>Achieve specific KPIs (e.g., likes, shares, comments, conversions).</li></ul><h3><span style=""font-weight:bold"">Monthly Deliverables</span></h3><ul><li><span style=""font-weight:bold"">Content Creation and Curation:</span>Develop and create engaging social media content aligned with the brand voice and target audience.<br/>Curate relevant industry content and share with the audience.<br/>Create a content calendar for the month outlining posting schedule and themes.<br/></li><li><span style=""font-weight:bold"">Social Media Posting:</span>Publish scheduled content across all designated platforms.<br/>Ensure timely and consistent posting.<br/>Optimize content for each platform&#x27;s algorithm and best practices.<br/></li><li><span style=""font-weight:bold"">Community Management:</span>Monitor and respond to comments, messages, and mentions in a timely manner.<br/>Build relationships with followers and engage in conversations.<br/>Identify and address customer inquiries and complaints.<br/></li><li><span style=""font-weight:bold"">Social Media Analytics and Reporting:</span>Track and analyze key performance indicators (KPIs) such as reach, engagement, impressions, and conversions.<br/>Provide monthly performance reports with insights and recommendations.<br/>Identify trends and opportunities for improvement.<br/></li></ul>",7000,12,84000,,c8add55b-0455-493f-964a-c09474eb1a9c,2024-08-22T06:03:56Z,2024-08-22T06:03:56Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice 00724084-8aab-4996-b404-d46c13291eae is blocked because its project match is unresolved,00724084-8aab-4996-b404-d46c13291eae,74bc6f85-06a7-480e-a30e-155b42f29627,<p>For Kuwait Build &amp; Design 2024</p>,1500,1,1500,,cbd89386-b973-4f1b-910c-ad8724fec18c,2023-10-23T06:51:16Z,2023-10-23T06:52:41Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc
Parent invoice f01c0a81-45df-4b38-9bbe-b5a3616edbbd is blocked because its project match is unresolved,f01c0a81-45df-4b38-9bbe-b5a3616edbbd,cb3328a7-5aff-4fe7-921f-b585c4163dc8,,5225,1,5225,,cbe63317-ed34-4825-91b9-d9b382bed78d,2024-08-22T06:05:03Z,2024-08-22T06:05:03Z,01f011dc-8d52-4de4-9524-780ccef3313b
Parent invoice eeb9e90f-9efa-403e-9c6a-32c8bf6b280d is blocked because its project match is unresolved,eeb9e90f-9efa-403e-9c6a-32c8bf6b280d,9ce7b764-0240-4003-b858-3a24dc3e71f3,"<p><span style=""font-weight:bold"">SEO &amp; AEO</span></p><ul><li>LinkedIn Articles (for Sunday Montalbano&#x27;s Account)</li><li>Blogs (5 per month)</li><li>Basic AEO Foundation</li><li>Monthly Reporting</li></ul><p> </p><p>Original Rate: AED 7,400</p><p>Lowered Rate: AED 4,000</p>",4000,1,4000,,d085060e-6379-430a-b596-f0c483a3de44,2026-04-24T11:22:08Z,2026-04-24T11:23:23Z,01f011dc-8d52-4de4-9524-780ccef3313b
